EVENT:  99 2 18.5475  1.1912e-05  -9280.5
TRACK:  22 0.00292533   -3.36432e-05   0.27946
TRACK:  11 0.0489549   -4.14215e-06   4.72027

EVENT:  100 2 18.548  -0.000168491  -9280.5
TRACK:  22 0.000213887   -1.34099e-05   0.0211993
TRACK:  11 0.0512409   -4.06434e-05   4.97854

EVENT:  101 2 18.5481  2.98291e-05  -9280.5
TRACK:  22 0.00363439   1.23808e-05   0.358156
TRACK:  11 0.0476613   -7.62561e-06   4.64158

EVENT:  102 2 18.5464  4.25704e-05  -9280.5
TRACK:  22 0.00548223   3.19484e-06   0.524305
TRACK:  11 0.0464277   -7.2338e-06   4.47543

EVENT:  103 2 18.5478  -0.000314753  -9280.5
TRACK:  22 0.0074236   1.51954e-07   0.719801
TRACK:  11 0.0442622   3.61661e-05   4.27993

EVENT:  104 2 18.5462  7.49259e-06  -9280.5
TRACK:  22 0.00600065   1.5865e-05   0.585311
TRACK:  11 0.0454371   -0.000121103   4.41442

EVENT:  105 2 18.5468  0.000161761  -9280.5
TRACK:  22 0.00609565   -3.91586e-05   0.591761
TRACK:  11 0.0453943   1.46244e-06   4.40797

EVENT:  106 2 18.5459  -0.000205461  -9280.5
TRACK:  22 0.00554239   -4.28492e-05   0.530929
TRACK:  11 0.046539   -1.58694e-05   4.4688

EVENT:  107 2 18.5468  -4.0227e-05  -9280.5
TRACK:  22 0.0015435   9.80591e-06   0.151174
TRACK:  11 0.0505875   6.77681e-05   4.84855

EVENT:  108 2 18.5479  0.000423936  -9280.5
TRACK:  22 0.00447205   -3.59639e-05   0.430845
TRACK:  11 0.0471724   3.08752e-05   4.56889

EVENT:  109 2 18.546  -0.000174778  -9280.5
TRACK:  22 0.00733254   -2.88906e-05   0.706536
TRACK:  11 0.0444585   -6.28514e-05   4.2932

EVENT:  110 2 18.5464  0.000180127  -9280.5
TRACK:  22 0.00320457   2.39177e-06   0.31632
TRACK:  11 0.0480938   -6.56694e-05   4.68342

EVENT:  111 2 18.5478  -0.00028249  -9280.5
TRACK:  22 0.00350353   2.82651e-05   0.341638
TRACK:  11 0.0482235   -2.4487e-05   4.65809

EVENT:  112 2 18.5468  0.000242725  -9280.5
TRACK:  22 0.00118063   -2.09559e-05   0.11242
TRACK:  11 0.0503561   -3.12947e-06   4.88731

EVENT:  113 2 18.5469  1.24373e-05  -9280.5
TRACK:  22 0.00661138   2.79748e-06   0.645507
TRACK:  11 0.0447729   -0.000130258   4.35423

EVENT:  114 2 18.5468  0.000252574  -9280.5
TRACK:  22 0.00619658   -3.53423e-05   0.599244
TRACK:  11 0.0452944   -6.66598e-05   4.40049

EVENT:  115 2 18.546  -0.000849654  -9280.5
TRACK:  22 0.00764464   -1.68631e-05   0.740483
TRACK:  11 0.0440338   -4.09638e-05   4.25925

EVENT:  116 2 18.5465  0.000376952  -9280.5
TRACK:  22 0.00630579   9.84429e-06   0.614224
TRACK:  11 0.0448782   -0.000154981   4.38551

EVENT:  117 2 18.5476  -6.63709e-05  -9280.5
TRACK:  22 0.00403446   -9.80225e-06   0.385646
TRACK:  11 0.0477869   0.000133152   4.61408

EVENT:  118 2 18.5482  0.000501059  -9280.5
TRACK:  22 0.00218859   -1.74935e-05   0.207519
TRACK:  11 0.0497525   3.62646e-05   4.79221

EVENT:  119 2 18.5461  -0.000242972  -9280.5
TRACK:  22 0.000285338   -1.53787e-05   0.0273489
TRACK:  11 0.0515691   5.31123e-05   4.97238

EVENT:  120 2 18.5475  -0.000122659  -9280.5
TRACK:  22 0.00284137   2.84802e-05   0.275853
TRACK:  11 0.0490374   -0.000138923   4.72388

EVENT:  121 2 18.5467  0.000426714  -9280.5
TRACK:  22 0.00322984   -1.5659e-05   0.310607
TRACK:  11 0.0481577   4.6351e-05   4.68913

EVENT:  122 2 18.5469  5.71375e-05  -9280.5
TRACK:  22 0.00088551   -4.78626e-06   0.0832927
TRACK:  11 0.0507512   0.0001523   4.91644

EVENT:  123 2 18.5481  -0.000157438  -9280.5
TRACK:  22 0.00378942   -2.59138e-05   0.366696
TRACK:  11 0.0482366   0.000118608   4.63303

EVENT:  124 2 18.5472  1.62541e-05  -9280.5
TRACK:  22 0.0003627   -1.07549e-05   0.0364568
TRACK:  11 0.0513453   2.47116e-05   4.96328

EVENT:  125 2 18.5479  0.000120336  -9280.5
TRACK:  22 0.00459788   2.33114e-05   0.441416
TRACK:  11 0.0471307   -7.22741e-05   4.55832

EVENT:  126 2 18.5468  0.000236913  -9280.5
TRACK:  22 0.00696351   1.12224e-05   0.670595
TRACK:  11 0.0447802   -2.52592e-05   4.32914

EVENT:  127 2 18.546  -0.000107204  -9280.5
TRACK:  22 0.0020723   3.41374e-05   0.199409
TRACK:  11 0.0496605   -7.82549e-05   4.80032

EVENT:  128 2 18.5468  0.000384709  -9280.5
TRACK:  22 0.00250161   -2.71985e-05   0.242586
TRACK:  11 0.0493998   0.000198314   4.75714

EVENT:  129 2 18.5466  0.000468551  -9280.5
TRACK:  22 0.00525511   3.5738e-05   0.503956
TRACK:  11 0.0467947   -6.49647e-05   4.49577

EVENT:  130 2 18.5476  9.00486e-05  -9280.5
TRACK:  22 0.00233851   -3.87022e-05   0.223414
TRACK:  11 0.0497861   4.37932e-06   4.77631

EVENT:  131 2 18.5476  -8.89105e-05  -9280.5
TRACK:  22 0.000219678   2.26292e-06   0.0227851
TRACK:  11 0.0511097   0.000104008   4.97695

EVENT:  132 2 18.5475  0.00021804  -9280.5
TRACK:  22 0.00277079   1.52326e-05   0.271288
TRACK:  11 0.0489872   -5.2003e-08   4.72844

EVENT:  133 2 18.5465  -0.000184664  -9280.5
TRACK:  22 0.0058243   3.5853e-06   0.566729
TRACK:  11 0.0458784   -1.38657e-06   4.433

EVENT:  134 2 18.5471  -5.93156e-05  -9280.5
TRACK:  22 0.000741988   2.2858e-05   0.0707414
TRACK:  11 0.0510701   -1.70498e-05   4.92899

